nome	data	materiale	locus	description	url	gulpease	flesch_reading_ease	description_lemmatized	count_FO_description
dipinto (elemento d'insieme)	1600-1699	cartone/ pittura a tempera	Roletto (TO)	Una donna attraversa un ponte su un fiume. Sullo sfondo vi sono alcune case e un albero. Alla sua sinistra due uomini con le spade sul fianco. Al centro vi è la Vergine con Bambino benedicente	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100056902-1	78.7	95.32	uno donna attraversare uno ponte su uno fiume . su il sfondo vi essere alcuno casa e uno albero . a il suo sinistra due uomo con il spada su il fianco . a il centro vi essere il vergine con bambino benedicente	23
dipinto (elemento d'insieme)	1600-1699	cartone/ pittura a tempera	Roletto (TO)	In una stanza con soffitto a cassettoni e il pavimento rosa, una donna giace in un letto a baldacchino. Accanto a lei troviamo un fanciullo vestito di scuro e una donna che regge tra le braccia un neonato ignudo	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100056902-2	60.0	83.95	in uno stanza con soffitto a cassettone e il pavimento rosa , uno donna giacere in uno letto a Baldacchino . accanto a lei trovare uno fanciullo vestito di scuro e uno donna che reggere tra il braccio uno neonato ignudo	19
rilievo (elemento d'insieme)	post 1850-ante 1899	ferro gesso/ modellatura	Rima San Giuseppe (VC)	Entro un medaglione ovale, con cornice a gola, fascia modinata, ornata, superiormente, da una infiorescenza centrale, posta sopra una cartella, dalla quale si dipartono, simmetricamente, due rami di alloro, munito, superiormente, di gancio metallico per sospensione, è rappresentato, a mezzo busto, di tre quarti, un personaggio maschile con lo sguardo rivolto verso l'osservatore. Porta una parrucca con i capelli raccolti a coda, trattenuta da nastro, e file di riccioli sopra le orecchie. Indossa camicia, jabot, sottomarsina e marsina aperta; al collo pende il collare dell'ordine dinastico della SS. Annunziata. Sulla superficie tracce di chiodi e di crocette a matita	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100057443-4	43.0	47.78	entro uno medaglione ovale , con cornice a gola , fascia modinato , ornare , superiormente , da uno infiorescenza centrale , porre sopra uno cartella , da il quale si dipartire , simmetricamente , due ramo di alloro , munire , superiormente , di gancio metallico per sospensione , essere rappresentare , a mezzo busto , di tre quarto , uno personaggio maschile con il sguardo rivolgere verso il osservatore . portare uno parrucca con il capello raccogliere a coda , trattenere da nastro , e fila di ricciolo sopra il orecchia . indossare camicia , jabot , sottomarsina e marsina aperto ; a il collo pendere il collare di il ordine dinastico di il ss. annunziato . su il superficie traccia di chiodo e di crocette a matita	42
stola (frammento)	post 1617-post 1617	lino/ tela cotone/ batista filo/ lavorazione a telaio filo dorato tela/ inceratura	Borgosesia (VC)	La stola è realizzata con 8 frammenti di damasco seicentesco e 2 settecentesco, è foderata con tela di lino cerata ora marrone. I bordi sono rifiniti con unna fettuccia in cotone rosso. Sui bordi è stata applicata una frangia in oro filato realizzata a telaio, Le tre croci, applicate al centro del troncone e sulle alette trapezoidali, sono eseguite con un gallone in oro filato, tessuto a telaio, decorato con foglie sinuose contrapposte, uguale a quelo impiegato per rifinire lo scollo della pianeta	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100057738-2	49.2	53.79	il stola essere realizzare con 8 frammento di damasco Seicentesco e 2 settecentesco , essere foderare con tela di lino cerare ora marrone . il bordo essere rifinire con unno fettucciare in cotone rosso . su il bordo essere essere applicare uno frangia in oro filato realizzare a telaio , il tre croce , applicare a il centro di il troncone e su il aletta trapezoidale , essere eseguire con uno gallone in oro filato , tessuto a telaio , decorare con foglia sinuoso contrapposto , uguale a quelo impiegare per rifinire il scollo di il pianeta	24
pianeta (frammento)	1575-1599	seta/ lampasso cotone/ batista	Borgosesia (VC)	La pianeta è realizzata con 4 frammenti di velluto, mentre la colonna posteriore è invece formata da 6 frammenti di lampasso con il fondo rosa e il disegno giallo-oro creato da una doppia rete di maglie ogivali che si intersecano fra di loro e, nei punti di tangenza, vi sono corone di foglie. Una serie di maglie è formata da sottili racemi spinosi e fogliati, mentre la seconda è costituita da tralci più lisci e larghi. a colonna anteriore è eseguita con 5 frammenti di lampasso con il fondo rosso e il partito decorativo giallo-oro formato da maglie formate da tralci fioriti contenenti un'infiorescenza. Lo scollo e le colonne sono bordate con il gallone più largo, mentre l'orlo è rifinito con un gallone realizzato a telaIo, in oro filato, decorato con un sinuoso nastro. E' foderata con 5 pannelli di tela di cotone marrone. Sul rovescio della faccia anteriore, all'altezza del petto, è cucito un nastro in tela di cotone rosso	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100057739-1	52.0	62.16	il pianeta essere realizzare con 4 frammento di velluto , mentre il colonna posteriore essere invece formare da 6 frammento di lampasso con il fondo rosa e il disegno giallo - oro creare da uno doppio rete di maglia ogivale che si intersecare fra di loro e , in il punto di tangenza , vi essere corona di foglia . uno serie di maglia essere formare da sottile racema spinoso e fogliato , mentre il secondo essere costituire da tralce più lisce e largo . a colonna anteriore essere eseguire con 5 frammento di lampasso con il fondo rosso e il partito decorativo giallo - oro formare da maglia formare da tralco fiorito contenere uno infiorescenza . il scollo e il colonna essere bordare con il gallone più largo , mentre il orlo essere rifinire con uno gallone realizzare a telaio , in oro filato , decorare con uno sinuoso nastro . e ' foderare con 5 pannello di tela di cotone marrone . su il rovescio di il faccia anteriore , a il altezza di il petto , essere cucire uno nastro in tela di cotone rosso	47
manipolo (elemento d'insieme)	1450-1474	cotone/ batista filo/ lavorazione a telaio filo dorato	Borgosesia (VC)	Il manipolo è realizzato con almeno 6 frammenti di tessuto ed è foderato con 8 frammenti di tela di cotone gialla. L'orlo è rifinito con una frangia in oro filato. Le tre croci, poste al centro del troncone e sulle alette trapezoidali, sono realizzate con il gallone in oro filato. Sul retro, al centro, è stata recentemente cucita una fettuccia in tela di cotone gialla	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100057739-2	60.4	78.57	il manipolo essere realizzare con almeno 6 frammento di tessuto e essere foderare con 8 frammento di tela di cotone giallo . il orlo essere rifinire con uno frangia in oro filato . il tre croce , porre a il centro di il troncone e su il aletta trapezoidale , essere realizzare con il gallone in oro filato . su il retro , a il centro , essere essere recentemente cucire uno fettuccia in tela di cotone giallo	17
piviale (elemento d'insieme)	1550-1599	metallo/ doratura seta/ velluto liscio o tagliato seta/ taffetas filo/ lavorazione a telaio	Borgosesia (VC)	Il piviale è formato da 6 pannelli di velluto per il manto e da 3 di lampasso, 2 per lo stolone e 1 per il cappuccio. E' foderato con tela di lino cerata beige in 5 pezzi. Lo stolone e la parte superiore del clipeo sono rifiniti con un gallone tessuto a telaio in oro filato e decorato con un racemo sinuoso da cui si dipartono palmette stilizzate. Sull'orlo è stata applicata una ferangia in oro fiòato e lamellare. Sul cappuccio sono presenti tre fiocchi realizzati con nastri di taffetas di seta rosa. La cappa è chiusa con un gancio, cucito su un pannello rettangolare, e la maglia, applicata direttamente sullo stolone	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100057740-1	59.4	75.93	il piviale essere formare da 6 pannello di velluto per il manto e da 3 di lampasso , 2 per il stolone e 1 per il cappuccio . e ' foderare con tela di lino cerato beige in 5 pezzo . il stolone e il parte superiore di il clipeo essere rifinire con uno gallone tessuto a telaio in oro filato e decorare con uno racemo sinuoso da cui si dipartire palmetta stilizzato . su il orlo essere essere applicare uno ferangia in oro fiòato e lamellare . su il cappuccio essere presente tre fiocco realizzare con nastro di taffetas di seta rosa . il cappa essere chiudere con uno gancio , cucire su uno pannello rettangolare , e il maglia , applicare direttamente su il stolone	28
dalmatica (serie)	1550-1599	seta/ lampasso seta/ velluto liscio o tagliato cotone/ batista filo/ lavorazione a telaio filo dorato	Borgosesia (VC)	Entrame le dalmatiche sono confezionate con almeno 12 frammenti di velluto e sono foderate con 4 pannelli di tela di lino. Sulle spalle sono cuciti quattro cordoni in fili di seta rossa e crema intrecciati che trattengono 2 nappe in seta rossa. Le colonne, lo scollo, i polsi e i pannelli rettangolari posti sulla faccia anteeriore e posteriore sono realizzati in lampasso. Ai lati di ciascun abito liturgico sono cuciti 4 fettuccie in tela di cotone marrone	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100057740-2	55.0	64.89	entrame il dalmatiche essere confezionare con almeno 12 frammento di velluto e essere foderare con 4 pannello di tela di lino . su il spalla essere cucire quattro cordone in filo di seta rosso e crema intrecciato che trattengire 2 nappa in seta rosso . il colonna , il scollo , il polso e il pannello rettangolare porre su il faccia anteeriore e posteriore essere realizzare in lampase so . a il lato di ciascuno abito liturgico essere cucire 4 fettuccie in tela di cotone marrone	22
stola (elemento d'insieme)	1550-1599	seta/ gros de Tours	Borgosesia (VC)	La stola è realizzata con 5 frammenti di velluto ed è foderata con 5 frammenti di tela di lino. Sull'orlo vi è una frangia in oro filato. Le tre croci gigliate, applicate al centro del tronone e sulle alette trapezoidali sono eseguite con il lampasso. Sul lato destro è stata recentemente applicata una coppia di nastri in gros de Tours sintetico color vinaccia	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100057740-3	60.6	81.2	il stola essere realizzare con 5 frammento di velluto e essere foderare con 5 frammento di tela di lino . su il orlo vi essere uno frangia in oro filato . il tre croce gigliato , applicare a il centro di il tronone e su il aletta trapezoidale essere eseguire con il lampasso . su il lato destro essere essere recentemente applicare uno coppia di nastro in gros de tours sintetico color vinacciare	21
stola (elemento d'insieme)	1550-1599	filo/ lavorazione a telaio filo dorato seta/ velluto	Borgosesia (VC)	La stola è confezionata con 2 frammmenti di velluto unito è con 6 frammenti di velluto tagliato ad un corpo, operato rosso. E' foderato con 6 frammenti di tela di lino ed ha gli orli decorati con la frangia in oro filato. Le tre croci, applicate al centro del troncone e sulle alette trapezoidali, sono realizzate con un gallone eseguito a telaio in oro filato, decorato con palmette stilizzate contrapposte	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100057740-4	53.6	66.71	il stola essere confezionare con 2 frammmente di velluto unito essere con 6 frammento di velluto tagliare a uno corpo , operato rosso . e ' foderare con 6 frammento di tela di lino e avere il orlo decorare con il frangia in oro filato . il tre croce , applicare a il centro di il troncone e su il aletta trapezoidale , essere realizzare con uno gallone eseguire a telaio in oro filato , decorare con palmetta stilizzare contrapposto	21
pianeta (elemento d'insieme)	post 1617-post 1617	filo/ lavorazione ad ago/ lavorazione a fuselli paillettes filo dorato seta/ gros de Tours cotone/ diagonale o saia	Borgosesia (VC)	La pianeta è realizzata con un numero non calcolabile di frammenti di lampasso, è foderata con 3 frammenti di diagonale di cotone rosso. Sulle colonne, in basso, è ricamata in oro laminato, canuttiglia e paiettes una croce gigliata. Le colonne e lo scollo sono bordate con un gallone recente, realizzato a telaio, in oro filato, decorato con un motivo geometrico. L'orlo è bordato con un gallone simile, ma molto più basso. Sul rovescio della faccia anteriore, all'altezza del petto, è stato recentemente cucito un nastro in gros sintetico bordeaux	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100057741-1	54.2	65.76	il pianeta essere realizzare con uno numero non calcolabile di frammento di lampasso , essere foderare con 3 frammento di diagonale di cotone rosso . su il colonna , in basso , essere ricamare in oro laminato , canuttiglia e paiettes uno croce gigliato . il colonna e il scollo essere bordare con uno gallone recente , realizzare a telaio , in oro filato , decorare con uno motivo geometrico . il orlo essere bordare con uno gallone simile , ma molto più basso . su il rovescio di il faccia anteriore , a il altezza di il petto , essere essere recentemente cucire uno nastro in gros sintetico bordeaux	28
piviale (elemento d'insieme)	post 1617-post 1617	seta/ gros de Tours tela/ inceratura lino/ tela metallo/ incisione filo/ lavorazione a telaio filo dorato	Borgosesia (VC)	Il piviale è realizzato con 6 pannelli per il manto, 2 per lo stolone ed 1 per il cappuccio, decorato coon tre fiocchi in gros di seta. La fodera, in tela di lino cerata tinta in rosso, è in 2 pannelli. Lo stolone e il clipeo sono rifiniti con un gallone, realizzato a telaio, in oro filato e lamellare, decorato con un motivo a losanghe, impiegato anche per le dalmatiche e la borsa. Sull'orlo della cappa e del cappuccio è stata applicata una frangia in oro filato. Lza cappa è chiuso con un gancio in metallo applicato su un pannello	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100057741-2	60.3	80.0	il piviale essere realizzare con 6 pannello per il manto , 2 per il stolone e 1 per il cappuccio , decorare coon tre fiocco in gros di seta . il fodera , in tela di lino cerato tinta in rosso , essere in 2 pannello . il stolone e il clipeo essere rifinire con uno gallone , realizzare a telaio , in oro filato e lamellare , decorare con uno motivo a losanga , impiegare anche per il dalmatica e il borsa . su il orlo di il cappa e di il cappuccio essere essere applicare uno frangia in oro filato . Lza cappa essere chiudere con uno gancio in metallo applicare su uno pannello	21
borsa del corporale (elemento d'insieme)	post 1617-post 1617	seta/ lampasso/ ricamo filo/ lavorazione ad ago/ lavorazione a telaio tela di lino paillettes tela/ inceratura	Borgosesia (VC)	La borsa è realizzata con un frammento di lampasso ed è foderata con un frammento di tela di lino cerata beige. La tasca è formata da tela di lino bianca. Il bordo è rifinito con un gallone in oro filato e lamellare, realizzato a telaio, decorato con un motivo di losanghe. Lo stesso gallone è impiegato anche per le dalmatiche e il piviale. Al centro del manufatto è ricamata una croce gigliata in oro filato, canuttiglia e paillettes	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100057741-4	62.3	78.28	il borsa essere realizzare con uno frammento di lampasso e essere foderare con uno frammento di tela di lino cerato beige . il tasca essere formare da tela di lino bianco . il bordo essere rifinire con uno gallone in oro filato e lamellare , realizzare a telaio , decorare con uno motivo di losanga . il stesso gallone essere impiegare anche per il dalmatiche e il piviale . a il centro di il manufatto essere ricamare uno croce gigliare in oro filato , canuttiglia e paillettes	23
stola (serie)	post 1617-post 1617	filo/ lavorazione ad ago/ lavorazione a telaio filo dorato paillettes tela/ inceratura cotone/ diagonale lino/ tela	Borgosesia (VC)	La prima stola è realizzata con 8 frammenti di lampasso e con altrettanti frammenti di tela di lino cerata rossa; sull'orlo è stata applicata una frangia in oro filato con nodi. Le tre croci gigliate, applicate al centro del troncone e sulle alette trapezoidali, sono realizzate a ricamo in oro filato, canuttiglia e paiettes. La seconda stola invece è confezionata con 9 frammenti di tessuto e 6, in diagonale di cotone rosso, per la fodera. Le tre croci sono state recentemente realizzate con un gallone in oro filato, eseguito a telaio, decorato con motivi geometrici. Sono molto recenti anche le frange, in oro filato, che bordano lìorlo	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100057741-5	53.0	64.68	il primo stola essere realizzare con 8 frammento di lampasso e con altrettanto frammento di tela di lino cerato rosso ; su il orlo essere essere applicare uno frangia in oro filare con nodo . il tre croce gigliato , applicare a il centro di il troncone e su il aletta trapezoidale , essere realizzare a ricamo in oro filato , canuttiglia e paiettes . il secondo stola invece essere confezionare con 9 frammento di tessuto e 6 , in diagonale di cotone rosso , per il fodera . il tre croce essere essere recentemente realizzare con uno gallone in oro filato , eseguire a telaio , decorare con motivo geometrico . essere molto recente anche il frangia , in oro filato , che bordare lìore lo	29
pianeta (frammento)	post 1617-post 1617	seta/ damasco cotone/ batista filo/ lavorazione a telaio	Borgosesia (VC)	La pianeta è confezionata con un numero imprecisato di frammenti di damasco. La colonna anteriore è ornata con un gallone in oro filato decorato con palmette stilizzate separate das rombi, l'orlo è bordato con il gallone più sottile che ppresenta un motivo a piccoli fiori.; L'abito liturgico è foderatro con tela di lino cerata rossa, ricucita recentemente a macchina e sul rovescio della faccia anteriore è stato applicato una fettuccia in tela di cotone rosso	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100057742A-1	49.3	50.88	il pianeta essere confezionare con uno numero imprecisato di frammento di damasco . il colonna anteriore essere ornare con uno gallone in oro filato decorare con palmetta stilizzare separato das rombi , il orlo essere bordare con il gallone più sottile che ppresentare uno motivo a piccolo fiore . ; il abito liturgico essere foderatro con tela di lino cerato rosso , ricucire recentemente a macchina e su il rovescio di il faccia anteriore essere essere applicare uno fettuccia in tela di cotone rosso	25
stola (frammento)	post 1617-post 1617	filo/ lavorazione a telaio seta/ damasco	Borgosesia (VC)	La stola è confezionata con almento 6 frammenti di damasco ed è foderata con 5 frammenti di tela di lino cerata rossa. Al centro del troncone è stata applicata una croce eseguita con un gallone, tessuto a telaio in oro filato e lamellare, con un motivo a losanghe. Le altre due croci, presenti sulle alette trapezoidali, sono realizzate con lo stesso gallone più alto impiegato per la pianeta. Gli orli sono impreziositi con una frangia in oro filato	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100057742A-2	56.6	71.65	il stola essere confezionare con almento 6 frammento di damasco e essere foderare con 5 frammento di tela di lino cerato rosso . a il centro di il troncone essere essere applicare uno croce eseguire con uno gallone , tessuto a telaio in oro filato e lamellare , con uno motivo a losanga . il altro due croce , presente su il aletta trapezoidale , essere realizzare con il stesso gallone più alto impiegare per il pianeta . il orlo essere impreziosire con uno frangia in oro filato	26
pianeta (elemento d'insieme)	1600-1649	filo dorato tela di lino seta/ damasco	Baceno (VB)	fondo e disegno verde: maglie ovali a doppia punta incorniciano ciascuna un vaso fiorito con manici a forma di testine alate; fodera in tinta; galloni dorati	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103054-1	49.8	53.96	fondo e disegno verde : maglia ovale a doppio punta incorniciare ciascuno uno vaso fiorire con manico a forma di testina alato ; fodera in tinta ; gallono dorato	14
stola (elemento d'insieme)	1600-1649	seta/ damasco	Baceno (VB)	fondo e disegno verde: maglie ovali a doppia punta descritte da foglie d'acanto incorniciano ciascuna un vaso fiorito con manici a forma di testine alate; fodera in tinta; gallone e frangia dorati	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103054-2	46.8	47.9	fondo e disegno verde : maglia ovale a doppio punta descritte da foglia di acanto incorniciare ciascuno uno vaso fiorire con manico a forma di testina alato ; fodera in tinta ; gallone e frangia dorato	15
decorazione pittorica (elemento d'insieme)	1650-1699	seta/ damasco/ rigatura/ ricamo ad applicazione seta/ pittura seta/ raso	Baceno (VB)	cornice in raso di seta giallo ribordata da cordoncino dorato	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103057-1	67.0	66.0	cornice in raso di seta giallo ribordare da cordoncino dorato	4
pianeta (elemento d'insieme)	1729-1729	seta/ raso seta/ ricamo seta/ damasco/ rigatura	Baceno (VB)	tessuto a fondo perla, rosa, verde, prugna, disegno perla: entro una spartitura verticale si disponono fiori e foglie stilizzate; gallone giallo; fodera rosa; medaglione perla con scritta in nero, cornice gialla rifinita da cordoncino di seta in tinta	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103058-1	40.6	31.82	tessuto a fondo perlare , rosa , verde , prugna , disegno perlare : entro uno spartitura verticale si disponere fiore e foglia stilizzato ; gallone giallo ; fodera rosa ; medaglione perlare con scritta in nero , cornice giallo rifinire da cordoncino di seta in tinta	16
manipolo (elemento d'insieme)	1729-1729	seta/ damasco/ rigatura tela di lino filo di seta	Baceno (VB)	tessuto a fondo perla, rosa, verde, prugna, disegno perla: entro una spartitura verticale si dispongono fiori e foglie stilizzati; gallone e frangie gialle; fodera rosa	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103058-2	43.4	47.7	tessuto a fondo perlare , rosa , verde , prugna , disegno perlare : entro uno spartitura verticale si disporre fiore e foglia stilizzato ; gallone e frangie gia il ; fodera roso	12
pianeta (elemento d'insieme)	1670-1690	seta/ liseré seta/ raso filo dorato tela di lino	Baceno (VB)	fondo viola disegno perla e giallo: disposizione a scacchiera di fiori stilizzati su steli ricurvi; passamaneria dorata, fodera rosa	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103059-1	44.8	43.86	fondo violare disegno perlare e giallo : disposizione a scacchiera di fiore stilizzare su stelo ricurvo ; passamaneria dorato , fodera roso	9
manipolo (elemento d'insieme)	1670-1690	seta/ raso seta/ liseré filo dorato tela di lino	Baceno (VB)	fondo viola disegno perla e giallo: disposizione a scacchiera di fiori stilizzati su steli ricurvi; passamaneria dorata, fodera rosa	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103059-2	44.8	43.86	fondo violare disegno perlare e giallo : disposizione a scacchiera di fiore stilizzare su stelo ricurvo ; passamaneria dorato , fodera roso	9
Società della Dottrina Cristiana (emblema di confraternita)	1600-1624	filo dorato filo di seta seta/ tessuto/ pittura seta/ ricamo	Baceno (VB)	ricamo in oro filato-canutiglia-cordonetto e sete policrome; applicazione di paillettes e trina dorate	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103060-1	42.8	24.72	ricamo in oro filato - canutiglia - cordonetto e sete policrome ; applicazione di paillettes e trino dorato	4
stola (elemento d'insieme)	1650-1674	filo dorato seta/ lampasso lino/ tela	Domodossola (VB)	Fondo rosa salmone, disegno color perla	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103088-1	82.3	69.22	fondo rosa salmone , disegno color perlare	3
velo di calice (elemento d'insieme)	1650-1674	filo dorato filo d'argento/ lavorazione a fuselli seta/ lampasso lino/ tela	Domodossola (VB)	Fondo rosa salmone, disegno color perla	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103088-3	82.3	69.22	fondo rosa salmone , disegno color perlare	3
stola (elemento d'insieme)	1550-1599	seta/ damasco lino/ tela filo dorato	Domodossola (VB)	Damasco con disegno a maglie vegetali con corona	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103090-2	75.3	71.6	damasco con disegno a maglia vegetale con corona	4
pianeta (elemento d'insieme)	1640-1660	lino/ tela seta/ damasco/ broccatura filo dorato	Domodossola (VB)	Damasco broccato a medaglioni vegetali	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103091-1	81.0	30.5	damasco broccare a medaglione vegetale	1
manipolo (elemento d'insieme)	1640-1660	lino/ tela seta/ damasco/ broccatura filo dorato	Domodossola (VB)	Damasco broccato a medaglioni vegetali	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103091-3	81.0	30.5	damasco broccare a medaglione vegetale	1
velo di calice (elemento d'insieme)	1640-1660	seta/ damasco/ broccatura filo dorato filo d'argento/ lavorazione a fuselli lino/ tela	Domodossola (VB)	Damasco broccato a medaglioni vegetali. Trina perimetrale a fuselli	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103091-4	90.1	37.81	damasco broccare a medaglione vegetale . trino perimetrale a fusello	1
pianeta (elemento d'insieme)	1675-1699	seta/ damasco lino/ tela filo dorato	Domodossola (VB)	Fondo rosa, disegno color perla	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103092-1	95.0	78.5	fondo rosa , disegno color perlare	3
manipolo (elemento d'insieme)	1675-1699	seta/ damasco lino/ tela filo dorato	Domodossola (VB)	Fondo rosa, disegno color perla	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103092-3	95.0	78.5	fondo rosa , disegno color perlare	3
borsa (elemento d'insieme)	1675-1699	seta/ damasco lino/ tela filo dorato	Domodossola (VB)	Fondo rosa, disegno color perla	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103092-4	95.0	78.5	fondo rosa , disegno color perlare	3
pianeta (elemento d'insieme)	1550-1599	lino/ tela filo dorato seta/ damasco	Bognanco (VB)	Fondo e disegno rossi	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103101-1	119.0	91.8	fondo e disegno Rossi	3
borsa (elemento d'insieme)	1550-1599	filo dorato seta/ damasco lino/ tela	Bognanco (VB)	Fondo e disegno rossi	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103101-3	119.0	91.8	fondo e disegno Rossi	3
manipolo (elemento d'insieme)	1590-1610	filo dorato seta/ damasco lino/ tela	Bognanco (VB)	Fondo e disegno verde	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103102-2	119.0	91.8	fondo e disegno verde	4
borsa (elemento d'insieme)	1590-1610	seta/ damasco lino/ tela filo dorato	Bognanco (VB)	Fondo e disegno verde	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103102-3	119.0	91.8	fondo e disegno verde	4
paliotto (insieme)	1550-1599	seta/ damasco filo d'oro/ tessitura a telaio seta/ ricamo ad applicazione	Bognanco (VB)	Telaio in legno. Il paliotto, di forma rettangolare, è confezionato in damasco di seta a fondo rosso con disegno color perla; la decorazione, che si ripete modularmente, è caratterizzata da un motivo a maglie aperte costituite da fogliami fronzuti all'interno delle quali si stagliano vasi con sanse in forma di testa umana; dentro i vaso sono disposti fiori di diversa natura (garofani, tulipani, fiori a più petali). E'rifinito con un gallone in oro tessuto e tagliato orizzotalmente da una bordura di frange dorate	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103104-1	47.4	50.13	telaio in legno . il paliotto , di forma rettangolare , essere confezionare in damasco di seta a fondo rosso con disegno color perlare ; il decorazione , che si ripetere modularmente , essere caratterizzare da uno motivo a maglia aperto costituire da fogliame fronzere a il interno di il quale si stagliare vaso con sansa in forma di testa umano ; dentro il vaso essere disporre fiore di diverso natura ( garofano , tulipano , fiore a più petale ) . e' rifinire con uno gallone in oro tessuto e tagliare orizzotalmente da uno bordura di frangia dorato	35
dalmatica (serie)	1550-1599	lino/ tela filo dorato/ lavorazione a telaio seta/ damasco	Bognanco (VB)	La dalmatica è confezionata in damasco di seta a fondo rosso con disegno color perla. E'rifinita con galloni coordinati in filo d'oro tessuto	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103104-2	63.3	66.39	il dalmatico essere confezionare in damasco di seta a fondo rosso con disegno color perlare . e' rifinire con gallono coordinare in filo di oro tessuto	12
pianeta (elemento d'insieme)	1550-1599	lino/ tela filo dorato/ lavorazione a telaio seta/ damasco	Bognanco (VB)	La pianeta è confezionata in damasco di seta a fondo rosso con disegno color perla. E'rifinita con galloni coordinati in filo d'oro tessuto	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103104-3	64.2	69.03	il pianeta essere confezionare in damasco di seta a fondo rosso con disegno color perlare . e' rifinire con gallono coordinare in filo di oro tessuto	13
manipolo (serie)	1550-1599	filo dorato/ lavorazione a telaio seta/ damasco lino/ tela	Bognanco (VB)	Il manipolo è confezionato con diversi pannelli in damasco di seta rosso con disegno color perla; è rifinito con galloni coordinati in filo d'oro tessuto. Al centro del troncone e sulle alette presenta croci realizzate con il gallone più alto; le alette sono bordate da frange in oro	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103104-5	52.3	62.02	il manipolo essere confezionare con diverso pannello in damasco di seta rosso con disegno color perlare ; essere rifinire con gallono coordinare in filo di oro tessuto . a il centro di il troncone e su il aletta presentare croce realizzare con il gallone più alto ; il aletta essere bordare da frangia in oro	20
velo di calice (elemento d'insieme)	1550-1599	filo dorato/ lavorazione a fuselli seta/ damasco lino/ tela	Bognanco (VB)	Il velo è confezionato in damasco di seta rosso con disegno color perla; è rifinito con passamaneria in filo d'oro lavorato ai fuselli	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103104-6	53.3	56.66	il velo essere confezionare in damasco di seta rosso con disegno color perlare ; essere rifinire con passamaneria in filo di oro lavorare a il fusello	12
borsa del corporale (elemento d'insieme)	1550-1599	seta/ damasco lino/ tela filo dorato/ lavorazione a fuselli	Bognanco (VB)	La borsa è confezionata in damasco di seta rosso con disegno color perla; è rifinita con galloni coordinati in filo d'oro tessuto con un motivo a losanghe ricorrenti. Agli angoli sono applicate nappine in oro	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103104-7	56.4	63.99	il borsa essere confezionare in damasco di seta rosso con disegno color perlare ; essere rifinire con gallono coordinare in filo di oro tessuto con uno motivo a losanga ricorrente . a il angolo essere applicare nappina in oro	16
pianeta (elemento d'insieme)	1550-1599	lino/ tela filo dorato/ lavorazione a telaio seta/ damasco	Bognanco (VB)	La pianeta è confezionata in damasco di seta viola, è rifinita con galloni moderni coordinati in filo d'oro tessuto con un motivo a zig zag	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103106-1	55.0	59.7	il pianeta essere confezionare in damasco di seta viola , essere rifinire con gallono moderno coordinare in filo di oro tessuto con uno motivo a zig zag	13
